types,tones,undertones,age,periode,content,buy,recommend,likes
dry, medium dark, warm,25 - 29,more than 1 year,buat kalian yang cari skincare gentle dan skintypenya normal to dry wajib sih coba toner dari hadalabo ini  dia melembabkan banget dan gak bikin breakout di aku  ini skincare pertamaku setelah lepas dari krim klinik dan udah repurchase beberapa kali karena seenak itu  teksturnya watery dan mudah meresap di kulit  gak ada fragrance juga jadi super aman buat kalian yg punya alergi sama wewangian ,shopee,recommends this product,0
dry, medium light, warm,30 - 34,less than 1 week,awalnya bingung sama penamaannya  karena waktu itu lagi nyari skincare yang aman buat busui  akhirnya nyoba toner nya hadalabo ini  enak banget  muka langsung lembab  padahal awalnya muka tuh kering banget  harganya murah juga  tapi sayang gak ada wanginya  kayanya emang biar cocok dimuka yang sensitif ,shopee,recommends this product,0
combination, medium, warm,19 - 24,6 months - 1 year,di aku dia cukup melembabkan  gk ada aroma aneh2 karna emang non fragrance dan non bad alcohol  harganya juga affordable  teksturnya watery dan aku biasanya apply toner pake tangan tapi sayangnya ini gk bisa ditemuin di indomaret  jadi lumayan gampang lah dicarinya,shopee,recommends this product,1
combination, medium, neutral,18 and under,6 months - 1 year,menurutku untuk kemasannya lucu sizenya medium dan texture nya okay tapi gatau kenapa aku pake ini jadi komedoan baru habis beberapa hari yang lalu dan skrg bingung mau pake apa ahaha jujur emang buat komedo di aku tapi super melembabkan,traditional market,recommends this product,0
dry, medium, warm,19 - 24,less than 1 week,hyaluronate tertera di baris  akhir ingredients dan ini aku jadi pengen beli karena diskon  bau nya mirip spidol utk di pemakaian pertama sangat lah tidak bersahabat setelah 4 jam pemakaian tiba  ada jerawat muncul dahal aku ga lagi pms atau lagi masa haid dan di jam ke 5 ada rasa gatal ternyata itu ada bahan succinic acid nya  aku baru tau ada senyawa itu yg termasuk komedogenik di kulit ku,guardian,doesnt recommend this product,1
normal, medium light, warm,18 and under,3 months - 6 months,ini produk paraaahhhh bagus bgt  mana harganya murah  kalo beli disopy sekitaran 30k tp kalo ke minimarket bisa 50k an  apalagi buat aku yg masalahnya di kulit kering  bener bikin kulit aku terhidrasi dengan baik  untuk baunya sih ga ada karena memang dia non alkohol  klo dari tekstur jauh lebih kental dari toner lainnya jadi mesti nunggu bbrp menit supaya bener2 nyerap ke kulit  afternya bikin kulit aku kenyal jg bikin glowing  seneng banget  must have product bgt        ,facebook,recommends this product,0
combination, medium, cool,18 and under,6 months - 1 year,ini sih tidak usah diragukan lagi  sumpah ya  udah murah  bagus banget lagi  kondisi kulit aku sebelum mengenal hadalabo adalah merah merah  kering gampang terbakar matahari  dan jerawatan  tapi lotion ini holygrail banget mau nangis  muka aku jadi lembab dan lembut  efek lembutnya bisa dirasain dari awal make  tapi lama lama ini tuh memperbaiki skin barrier gitu  muka aku jadi ga gampang merah merah lagi  jadi aku baca banyak yang protes karena produk ini bikin bruntusan  sebenarnya tuh cukup 2 3 tetes aja cukup ya buat semuka  kalau kebanyakan nanti memang beruntusan kecil kecil karena terlalu lembab  jadi makenya dikit aja ya guys  awet banget lagi 6 bulanan baru abis dipake pagi dan malam  tiap make 3 tetes  worth it banget harus coba ya ,shopee,recommends this product,0
combination, medium, warm,19 - 24,3 months - 6 months,teksturnya lebih kental daripada yang ijo  oily skin   buat aku yang kulit kombinasi ini masih enak banget sih  lembabnya lebih kerasa  aku lebih suka pake yang ini daripada yang warna ijo  lebih encer ,shopee,recommends this product,0
combination, medium dark, warm,25 - 29,1 week - 1 month,aku cocok nih pake ini  kulit jadi lembab banget padahal katanya ini dryness friendly  tapi buat aku yg kulitnya oily  bagus2 aja  tapi aku gak repurchase karna aku kurang suka sama packagingnya            ,shopee,recommends this product,0
combination, medium light, neutral,19 - 24,6 months - 1 year,gilaaaa   udah abis 5 botol bun  ini sih jan ditanya udah harganya murah bgt buat hydrating toner dengan ukuran 100 ml kualitasnya bagus bgt  mo nangis toner ini ngelembab pin tp gak too much  mudah meresap lebih thick dr yg strip ijo jd bikin lbh enak buat di taro di muka sih menurut aku  holy grail for my skin        ,shopee,recommends this product,1
combination, medium, neutral,35 - 39,1 week - 1 month,hiks sayang banget wajahku jadi beruntusan pakai ini padahal mupeng banget liat review nya  kulitku ini kombinasi entah rasanya jadi tambah oily aja wajahku dan beruntusan lah akhirnya  hiks padahal lumayan kan harganya juga murah    its ok lah,beautyhaulindo,doesnt recommend this product,0
combination, medium dark, warm,19 - 24,more than 1 year,sudah habis empat botol saking cintanya  meskipun skin type oily  tapi tetep pakek strip orange  lembabnyaaa gak lebay ga bikin hinyai  dipakek malem pagi ga oily  efek nyaaa jarang keluar jerawat kecuali jerawat hormonal ya  yang lain masi oke ,tokopedia,recommends this product,1
dry, light, cool,19 - 24,6 months - 1 year,toner ini teksturnya cukup kental tapi cukup gampang menyerap di kulit  habis pake kulit rasanya well hydrated dan kenyal juga  cuma karena aku kulitnya kering  aku makenya sampe 3 layer  sejauh ini gaada efek negatif apapun  tapi di kulit juga cuma lembab aja  aku saranin kalo punya kulit kering atau cenderung sangat kering pake gokujyun premium yg warna emas  dia lebih melembabkan karena mengandung 5 tipe ha ,shopee,recommends this product,0
combination, medium light, warm,35 - 39,6 months - 1 year,dari yang cuma iseng denger denger review bagus dari adikku yang pake  sampe keterusan repurchase berkali kali  hydra toner ini selain bikin kulit lembap  moist  dan kenyal  harganya juga very affordable dan gampang ditemukan dimana mana  akhirnya sekeluarga pake ini semua biar kulit makin bahagia     ,boston drugs & pharmacy store,recommends this product,0
combination, medium, neutral,19 - 24,1 month - 3 months,hydrating toner pertamaku  untung sempet baca baca sebelum beli kalau nggak  mungkin bakal ngira ini moisturizer  teksturnya agak kental tapi mudah menyerap  untuk di wajahku produk ini nggak terlalu ngehydrate tapi masi oke  harganya juga sangat ramah di kantong ,shopee,recommends this product,0
combination, medium light, neutral,18 and under,1 week - 1 month,hydratingnya enak  baunya juga ga nyengat  teksturnya juga thick tpi ga terlalu cair  jadi enak klo langsung teplok ke wajah tanpa kapas overall oke cuman kyknya wajah kulitku say no  soalnya tiap pke ini daguku yg jarang jerawatan jdi muncul jerawat kecil kecil sedih banget pdhl ni toner dri harga sampe barangnya oke tpi kulitku ga cocok     ,tokopedia,doesnt recommend this product,0
dry, medium light, neutral,30 - 34,1 month - 3 months,tidak terbantahkan  hadalabo emang juara soal hydrating kulit wajahku  cocok banget sebenarnya tapi di desa gini susah banget cari hadalabo      padahal toner kan step yang paling sering aku pakai jadi kalo nggak stok minimal dua agak susah kalau kehabisan ,shopee,recommends this product,2
combination, medium light, neutral,19 - 24,more than 1 year,hydrating toner pertama yang aku pake    bagus bgt aaaa murah jg dikantong pelajar ku pada saat itu  ngelembapin dan memperbaiki skin barrier nya kerasa bgt si  jerawat jadi cepet minggat kalo pake hadalabo ini  selain buat hydrating toner jg kadang aku pake toner ini buat ngilangin residu masker organik dan yes ini worth it bgt woi  aku uda repurchased puluhan botol keknya,shopee,recommends this product,0
combination, medium, neutral,19 - 24,more than 1 year,my holygrail   pertama kali kenal skincare pake basic milih dia karna selain minim ingredients tapi ga neko2 gitu dan hasilnya nampol di aku  dia bikin mukaku lembab seharian  walaupun dia claimnya for normal to dry  but for my combi to oily ini cocok  teksturnya cair enak pokoknya         btw uda ada 4botol,shopee,recommends this product,0
combination, medium light, neutral,18 and under,less than 1 week,gilaa ya  padahal baru pertama kali aku pake dipagi hari sampe sore muka bener2 lembab tapi nggak bikin berminyak  karena akhir2 ini muka ku keringg bgtt sampe ngelupas sensitif gitu      trus inisiatif beli ini buat ngelembabin siapa tahu membantu  dan ya membantu banget  tekstur wajahku yang sebelumnya kasar mengelupas jadi halus dan skin barrier membaik  harganya juga affordable  pake 3 tetes aja udah bisa dipakai sewajah dan leher  dan pas pakai malam hari  paginya wajah lembab tapi nggak greassy  padahal tipe kulitku kombinasi  normal to oily  tapi cocok juga pake yg strip orange ini  worth to buy  ,shopee,recommends this product,1
dry, medium, neutral,19 - 24,3 months - 6 months,toner ini udah aku pakek sekitar lebih dari 3bulan  teksturnya agak kentel spt essence  aku pakek tonernya dg    7 skin methone    alias pake sebanyak 7kali  sangat menghidrasi kulitku yg super kering dan sensitif  sukak bangett  kulitku jadi terhidrasi dan lebi glowing  tapi krn ak pakenya 7kali  dilayer ke 4 7 butuh waktu buat mastiin tonernya bener2 ngeresap,shopee,recommends this product,1
normal, medium, warm,18 and under,more than 1 year,toner ini udah aku pake dari awal aku pake skincare sampai sekarang  mungkin sekitar 2 tahun aku belom pernah beralih dari selain toner ini  karena ya emang secinta itu  ngelembabin banget  ngga bikin greasy  penyerapannya juga cepet  ngebantu banget buat penyerapan skincare selanjutnya hehehe,shopee,recommends this product,0
combination, medium dark, neutral,25 - 29,3 months - 6 months,suka sama efek melembabkannya  dia cukup melembabkan kulit combi to oily ku  awalnya ku pakai yang verso strip ijo muda  dan pas udah ku upgrade ke strip orange ini  rasanya lembabnya pas  teksturnya masih tergolong ring an banget dan mudah nyerep ,traditional market,recommends this product,0
oily, light, cool,25 - 29,3 months - 6 months,sebenernya ngincer produk ini dari dulu banget  mungkin sekitar tahun 2017  tapi maju mundur takut komedoan  waktu itu banyak yang review kulitnya jadi komedoan  akhirnya tahun ini cobain ukuran travel dulu supaya nggak rugi banyak kalau nggak cocok  kemasannya aman karena ada plastik luarnya  botolnya juga lumayan kokoh  tutup fliptop  jadi nggak ribet buka tutup  dibawa di tas juga aman  nggak kebuka  teksturnya cair banget  seperti air yang sedikit lebih kental  nggak ada warna  bening  nggak ada wangi  setelah dioles ke kulit  cepat meresap dan agak lengket sebentar  lalu hilang lengketnya  di kulitku kurang lembab  jadi masih butuh moisturizer  nggak bikin kulit tersumbat atau muncul jerawat baru  lumayan suka  tapi mau coba varian yg lebih melembabkan  layak dicoba sih ini dengan harga cuma 15 ribuan aja ,shopee,recommends this product,9
normal, medium light, neutral,19 - 24,1 week - 1 month,untuk yang punya kulit normal cenderung kering kek aku  toner ini joss bgt dalam melembabkan dan mengurangi kulitku yang mengelupas di saat lagi kering parah    harganya super cocok di kantong dan hemat bgt untuk 100ml udah mo 2 minggu pake tapi berkurangnya masi dikit bgt  toner ini ga ada efek mencerahkan atau apapun selain hanya untuk hidrasi yaa gais   jadi jgn berharap lebih  repurchase  aku sih yes      ,shopee,recommends this product,0
oily, medium dark, neutral,18 and under,1 month - 3 months,produk ter                 saat lagi pusyenggg tengokk muka penuh jerawat    beli ini karna kepoo sebagus apa hada labo buat muka saat breakout eh ternyata baguss banget woi    aku make ini pas lagi jerawat banyak yg keluar  dipake pas mau bobo besoknya udah reda semua serius             repurchase pasti,shopee,recommends this product,0
combination, light, warm,25 - 29,3 months - 6 months,penasaran karena review orang banyak yang bilang ini bagus banget as a hydrating toner  tapi pas beli ga berani beli full size  jadinya beli versi trial sizenya dulu  dari tetesan pertama aja trs kuusap langsung suka banget sih sm teksturnya  aku coba cuma 2 tetes aja udah bisa buat 1 muka  kalo dirasain sih teksturnya bukan yg kayak air banget  tp agak ada oilnya sedikit yg ga bikin lengket  sampe sekarang aku udh sering pake tp ga abis2 sih  awet banget ,aeon,recommends this product,3
oily, medium light, cool,25 - 29,3 months - 6 months,teksturnya agak kentel mirip2 hidrating toner aku sebelum ini  sebelumnya aku pake isntree  dan ya teksturnya sama  beralih ke hada labo karena lebih terjangkau dan produknya lebih cepet habis jadi ga khawatir kalau pao udah abis trus produknya masih banyak  ngelembabin bgt  kalau mau skip skincare misal mau skip moisturizer buat am routine bisa banget ditambahin layer pake produk ini  ,shopee,recommends this product,0
combination, medium light, neutral,25 - 29,3 months - 6 months,hydrating toner pertamaa yeay  cocok sih dimuka  teksturnya cair bening bikin muka agak oily tp lembab hehe  kan emg itu tujuannya  tapi masih ringan di muka kok  tapi maaf aku berpaling sudah karna nemu yg lebih bih ringan wkw,shopee,recommends this product,0
combination, medium, neutral,18 and under,more than 1 year,aku pake ini udah abis 3 ato 4 botol       karena dikenalin sama tante   katanya baguss  setelah aku coba ternyata emang baguss huhuu  kulitku berasa lebih lembap dan haluss tapi tetep kenyal   produk ini juga bisa dipake kalo abis peeling        ,shopee,recommends this product,2
normal, light, cool,19 - 24,1 month - 3 months,teksturnya watery tpi rada kental gtu  bening  persis kyk tekstur pyunkang yul  pake beberapa tetes udh kena semua muka  karena teksturnya yg watery jadi dia gampang bgt nyerap di kulit  hrgnya sgt merakyat   lumayan gampang ditemuin di mana mana  trs satu botol kecil gtu bisa tahan smpe 1 2 bulan  yg kecil loh ya  yg 30ml  jadi hitungan super duper hemat  dia jg fragrance free dan alcohol free  tapi karena dia mengandung paraben jadi aku stop pake  huhu  padahal bgus bgt ,shopee,recommends this product,0
dry, medium, neutral,19 - 24,more than 1 year,b a g u s   toner nya sendiri cair  setelah di aplikasikan ke muka kerasa licin tp ga akan lama ko karna lgsg menyerap  dan lembab bgt  di layer berkali2 pun bisa banget malah bakal lebih kenyal kulit nya  aku sebagai pemilik dry skin bisa ngelayer toner hada labo ini sampe 5 7x  lengket sedikit klo kebanyakan tp lama2 akan nyerep dan rasakan hasil nya wkwk  ga ada wangi2an  pakai bnyk pun ga masalah karna murah meriah dan akan selalu repurchase  ,tokopedia,recommends this product,1
